Unnamed: 0,result
3308,"Preheat oven to 375. Cut a 2-inch pocket in the thickest part of each chicken breast. In a small bowl combine the feta and the chopped olives, then stuff of mixture into each pocket. In a nonstick skillet, heat 2 tbs. Olive oil on medium to high heat. Season the chicken with pepper and add it to the skillet, cooking 2 minutes on each side or until brown. Transfer to an oven safe baking dish, drizzled with 1 tbs. Olive oil and add it to the skillet, cooking 2 minutes on each side or until brown. Transfer"
3309,"Place pork chops in greased slow cooker. Top with onions and mushrooms. Combine soup mix, water, and mushroom soup. Pour over mushrooms and onions. Cover. Cook on low 6-8 hours or high 4-5. Serve over rice or cooked noodles."
3310,"Heat in small sauce pan 2 tablespoons butter over medium-high heat. Add 4 tablespoons finely chopped shallots and cook until lightly browned. Add 2 tablespoons worcestershire and heat to bubbling, keeping the sauce hot. Heat 12 in skillet 6 tablespoons butter, when it begins to brown, add pounded steaks and cook for 3 minutes. Turn and cook 2 to 3 more minutes longer, or until done to taste. Transfer to a serving dish and sprinkle with salt and a generous amount of fresh ground pepper. Spread the gaelic steak over the steaks and sprinkle with fresh chopped parsley."
3311,"Bring vinegar, water and spices to a boil. Add garlic and bring back to a boil. Pour into clean, sterilized jars. Seal tight and store in cool place. Keep sealed for 3 weeks before using to get best flavor. Separating garlic into cloves and soaking them for 2 or 3 hours makes the outer skin easier to remove."
3313,"Preheat oven to 350. Pour melted butter into a 9x13-in baking dish. Add chicken, skin side down, sprinkle with seasoning salt and garlic. Turn chicken over, season and lay bacon strips on top. Sprinkle with mushrooms. Bake in the preheated oven for 45-60 minutes, or until chicken is no longer pink and juices run clear. Remove chicken, bacon and mushrooms to a platter and keep warm. Pour juices from baking dish into a small saucepan and whisk together with cream over low heat until thickened. Pour sauce over chicken and serve warm."
3314,"Preheat oven to 350 degrees. Cook and drain egg mixture according to package directions. Heat olive oil in a large skillet over medium high heat. Cook chicken until lightly browned. Sprinkle with flour and stir while cooking for 1 more minute. Reduce heat, slowly add the milk and cook for about 5 minutes or until milk is slightly thickened. Remove from heat, add one cup cheese, corn, salsa and green chilies. Add in hot pasta and mix well. Place in lightly greased baking dish. Sprinkle the remaining cheese on top and bake 20-25 minutes."
3315,"Cook the macaroni according to package directions, drain. Brown the meat and drain. Stir in spaghetti sauce, macaroni, and salad dressing. Heat through, stirring occasionallly. Sprinkle with shredded cheese."
3316,"Combine flour, baking soda and salt in suacepan. Bring to a boil, stirring constantly. Cook for 10-15 minutes until mixture turns a light caramel color. Remove from heat and stir in vanilla. Pour over popcorn, nuts, apricots and raisins. Blend corn syrup, brown sugar, vanilla and salt. Pour over popcorn mixture. Toss until evenly coated. Put on buttered jelly roll pan. Bake at 250 for 30 minutes, stirring occasionally."
3317,"Cook pasta according to the package directions, omitting salt and fat. Drain in a colander over a bowl, reserving 3 tablespoons cooking liquid. Heat pan over medium heat. Coat pan with cooking spray. Add garlic to pan, and saut 1 minute. Remove from heat. Add reserved 3 tablespoons cooking liquid and pasta to pan. Let stand 2 minutes. Stir in parsley, oil, salt, pepper, italian seasoning and prosciutto. Sprinkle with cheese. Serve immediately."
3318,"Preheat oven to 400f. Brush flesh side of salmon with dressing. Press into pecans until evenly coated. Place, pecan-sides up, on foil-covered baking sheet. Bake 13 to 15 minute or until salmon flakes easily with fork. Meanwhile, beat cream cheese spread and wine in small saucepan with wire whisk until well blended. Cook on medium-low heat 3 to 5 minute or until salmon flakes easily with fork. Spoon cream cheese sauce evenly onto four serving plates. Top with salmon. Sprinkle with parsley."
3319,"Place chicken in slow cooker. Cover and cook on low for 3 hours. In a small mixing bowl, beat cream cheese and soup until blended. Stir in mushrooms, pour over chicken, and cook 1 hour longer or until chicken juices run clear. Serve over rice or noodles."
3320,"Preheat oven to 375. Cut a 2-inch pocket in the thickest part of each chicken breast. In a small bowl combine the feta and the chopped olives, then stuff of mixture into each pocket. In a nonstick skillet, heat 2 tbs. Olive oil on medium to high heat. Season the chicken with pepper and add it to the skillet, cooking 2 minutes on each side or until brown. Transfer to an oven safe baking dish, drizzled with 1 tbs. Olive oil and bake for 18 minutes. In a bowl mix tomato, kosher salt, onion, garlic, basil and parley. When chicken is 5 minutes from being finished, put the remaining olive oil in the skillet, add tomato mix and heat through. Serve chicken with tomato mix on top."
3321,"In a large mixing bowl, mix mayonnaise, lemon juice, sugar substitute and mustard. Add cauliflower, green onions and pepper. Mix well until vegetables are evenly coated with dressing. Add salt and pepper to taste. Chill 30 mins."
3322,"In 2 large cups or glass mugs, mix the coffee and sugar. In a small saucepan over low heat, warm the cream. Add the cocoa and mix well. Add the cream mixture to the coffee and top with a dollop of whipped cream and the grated chocolate. Serve with a cinnamon stick."
3323,Heat oil in a large skillet over medium-high heat. Add in spinach and chopped garlic. Saute stirring for about 10-12 minutes or until all the liquid from the spinach evaporates. Add in the breadcrumbs and parmesan cheese. Mix to combine and heat through. Season with salt and fresh ground pepper to taste.
3324,"In a large nonstick frying pan, add flour, blackened steak seasoning, cooking oil, baby spinach leaves, carrot, balsamic vinegar, water and cook on each side for 2 minutes. Remove from heat and add to serving dish. Sprinkle with fresh lemon. Place spinach over top and serve."
3325,"Preheat your oven to 350 degrees. Mix together all ingredients from ground beef through pizza sauce. Separate the halves of the hamburger buns, placing each half face-up on a baking sheet. Spread the meat mixture on each of the hamburger buns. Top each with a slice of mozzarella. Bake for 20 minutes or until the cheese is golden and bubbly."
3326,"Preheat oven to 350 degrees fahrenheit. Grease 8x8x2-inch baking pan. In large bowl beat butter and sugar until fluffy. Beat in eggs, one at a time. Beat in chocolate, then flour. Stir in walnuts. Spread evenly into prepared pan. Bake for 25 to 30 minutes or until firm."
3327,"Heat oil in large saucepan over medium heat. Add onion and cook until onion is translucent, stirring occasionally. Add tomatoes with their liquid, pinto beans, lima beans, brown sugar, salt and water. Bring to a boil. Reduce heat to low. Cover and simmer 15 minutes or until tomato beans are tender, stirring occasionally. Stir in white kidney beans, heat through. To serve, ladle soup into warm serving bowl. Sprinkle with 1 to 2 ounces shredded cheddar cheese if desired."
3328,"Preheat oven to 350f. Grease a 12-cup muffin pan or line with 12 muffin paper liners. Sift together the flour, cocoa, baking powder, cinnamon and salt into a large bowl. Stir in the sugar and chocolate chips. Lightly beat the eggs in a large bowl, then beat in the milk and oil. Make a well in the center of the dry ingredients and pour in the beaten liquid ingredients. Stir gently until just combined. Do not overmix. Spoon the batter into the prepared muffin pan. Bake in the preheated oven for about 25 minutes, until well risen and firm to the touch. Let the muffins cool in the pan for 5 minutes, then serve warm or transfer to a wire rack and let cool completely."
3329,"Heat oven to 350 degrees. In a large mixing bowl combine all the crust ingredients. Beat at medium speed on mixer, scraping bowl often, until crumbly. Press 2 cups of the crumb mixture on bottom of ungreased 13x9 inch baking pan. Place blueberries over the crumb crust. In 2-qt saucepan combine remaining filling ingredients except vanilla. Cook over medium heat, stirring the mixture occasionally, until it thickens and comes to a full boil. Continue boiling for 1 minute. Mix in vanilla. Pour over blueberries. Sprinkle with the remaining crumb mixture. Bake for 50 to 60 minutes or until lightly browned."
3330,"Preheat oven to 400 degrees. Spray a baking sheet with nonstick spray. Slice the onions width wise and then break them apart into rings. Put the flour in 1 bowl, the egg whites into a second, and into the third put the bread crumbs and all the spices. Dip each onion ring into the flour, then the egg whites, and then the bread crumbs. Place them on the baking sheet and then repeat with the next ring. Bake them all for about 20 minutes or until crispy."
3331,"In a saucepan, heat olive oil in a large saucepan. Add leeks, onions and potatoes and stir. Cover saucepan and sweat veg for 10-15 minutes. Add stock and milk and bring to boil. Blend the soup and return to the saucepan. Season and add cream to taste."
3332,"Place potatoes and garlic in a large pot and cover with water. Bring to a boil then cover and reduce heat. Simmer for 20-25 minutes or until the potatoes are tender. Drain well, then return potatoes to the pot. Add the butter, milk and salt and mash well. Stir in parmesan cheese."
