response,target_recipe
"In a small saucepan heat oil, sugar, and vinegar. Add the onions, stirring frequently until onions are translucent. Add the remaining ingredients. Cook for 3 minutes stirring constantly. Pour into a jar or plastic container. Let cool. Cover and refrigerate. Makes 2 1/2 cups.",383957
"Cut off top half of each artichoke. Peel away leaves with a small paring knife, leaving only the base. Cut in half lengthwise. Cut base into wedges. Heat olive oil in small saucepan. Add garlic and cook 30 seconds. Add dill, parsley, and basil. Remove from heat. Add lemon juice and mix well. Add artichokes and capiscum. Marinate 3 hours. Drain. Serve at room temperature.",71738
Heat oil in large skillet. Season steak with salt and pepper. Sear steak in skillet for 3-4 minutes per side. Remove from heat and let stand for 5 minutes. Slice steak and serve.,349505
Preheat oven to 325 degrees F. Grease 2 - 8 inch round pans with 1 teaspoon of butter. Whisk together dry ingredients in a medium bowl. Beat together sugar and eggs in a large bowl until thick. Add extract. Gradually add dry ingredients. Beat on low speed until well mixed. Pour into pans. Bake for 30 minutes. Cool for 5 minutes. Cut into 2-inch squares. Makes 10-12 servings.,306149
"Preheat oven to 400f. In a small bowl combine hazelnuts, butter and hot pepper flakes. Using a mortar and pestle pound nuts until they are almost liquefied. Taste and add more pepper flakes if needed. Using a pastry brush or your fingers rub the mixture all over the lamb racks and sprinkle with coarse salt. Roast in preheated oven until desired degree of doneness.",62326
Heat butter in large soup pot over medium heat. Cook turnips until browned on all sides. Add water or chicken broth. Cook until tender. Stir in long-grain rice and cook for 5 minutes or until rice is soft. Season with pepper and salt to taste. Stir in fresh parsley and parmesan cheese. Serve hot. Makes 4 servings.,110756
"Bring 1/2 cup of water to boiling and add frozen corn. Cook for a minute or two until tender. Drain and set aside. Melt butter in a saucepan and add the bread crumbs and cook for a minute or two over medium heat until crumbs are browned. Cream the remaining water and the cream cheese together and add the cooked bread crumbs and cook for a minute or two until combined. Add the corn and cook until combined. Spread evenly in a small baking dish and top with the remaining bread crumbs. Bake in a 350 degree oven until browned on top.
What are the nutritional facts on a serving of this recipe?
The nutrition facts are listed in each recipe card under the ""Nutrition"" tab on the right side of the card.
I am a diabetic and I am curious about the carb count on a serving of this recipe?
I am also a diabetic and I find that the best way to find out the nutritional facts on a recipe is to use a service such as Nutrition Data or Calorie",397831
Preheat oven to 350. Mix all dry ingredients together. Add egg substitute. Stir in zucchini and oil. Fold in applesauce. Spoon into muffin cups. Bake 20-25 minutes. Cool 5 minutes. Drizzle with lemon glaze.,99221
"Poke holes in potatoes with the tip of a sharp knife. Bake at 425 f for 1 hour or until the potatoes are soft to the touch. Cool for 10 minutes. Add the sour cream, cream cheese, and 1 tsp of the butter to the potatoes. Beat for 2-3 minutes on medium speed until smooth. Add the onion flakes and beat again for 1-2 minutes more. Season to taste with salt and paprika. Spread the mixture in an 8 x 8 glass dish or casserole dish. Cover tightly with foil and refrigerate for 24 hours. Uncover the potatoes at least 30 minutes before baking. Preheat oven to 350 f. In a separate bowl combine the remaining 1 TB butter, the flour, and the parmesan cheese. Melt the butter mixture over low heat in a saucepan. Add the sour cream and whisk to combine. Add the Parmesan cheese and whisk until the mixture is smooth. Spoon the mixture over the top of",88831
"Preheat oven to 450 degrees f (230 degrees c). Spray a baking sheet with cooking spray. Toss the potatoes with the oil, italian seasoning, black pepper and tabasco sauce in a large bowl. Spread the potatoes in a single layer over the prepared baking sheet. Bake in the preheated oven for 40 to 45 minutes, or until tender. Serve hot.
I always buy the small red potatoes for my husband when they're in season. I love the recipe you shared as they sound delish! I'll have to try them out soon!
I have never cooked them before so I will try this recipe... it looks good!
Yum! I love red skin potatoes!
Those red skinned potatoes look delicious! I love potatoes in any form.
I love these potatoes! So many different ways to fix them!
I love red potatoes! So good!
I love red skin potatoes! I'll be trying this recipe!
Yum yum yum! I love red skinned potatoes!
I",298029
Combine all the ingredients in a large bowl and mix well. Taste and add more oil or mustard to taste. Serve immediately or refrigerate to marinade for 30 minutes to 1 hour.,243361
"Dice shallots and jalapeno. Mix with cilantro. In separate bowl combine crabmeat, shallots, and jalapeno. In bowl combine egg, mayonnaise, mustard and Old Bay. Gently fold into crab mixture. Form into patties. Scoop out white bread and combine with remaining bread. Sprinkle crumbs on plate. Dip each cake into crumbs and place on a baking sheet. Bake for 15-20 minutes.",97397
"Preheat oven to 170C/325F/Gas 3. Slice the tomatoes in half, scoop out the seeds and place in a baking dish. Add the peppers to the same dish. Drizzle with olive oil and season well. Cook for 30 minutes until the tomatoes are soft. Remove from the oven. Stir in the pine nuts and half the basil. Pile the rocket on to each plate. Spoon over the tomatoes and sprinkle the rocket with the remaining basil. Crumble the goats' cheese over the top of each salad. Drizzle with the remaining olive oil. Serves 2.",192741
"Pour the water into a medium sized pan and bring to boil. Add the sugar and soy sauce. Simmer for about 10 minutes, until the mixture is reduced and thickened. Add the bay leaf and the steaks. Simmer for about 10 minutes. Turn the steaks and simmer for another 10 minutes. Sprinkle with the salt and the pepper. Serve immediately.",161681
"In a large saucepan, cover potatoes with water and bring to a boil over high heat. Reduce heat to medium-lowcook until potatoes are tender when pierced with a fork, about 15 minutes. Drain well, then pat dry with paper towels. In a large bowl, combine potatoes, olive oil and salttoss to coat evenly. Place in a single layer on 2 baking sheets and bake at 400 until golden brown and crisp, 15 to 20 minutes, tossing once or twice during cooking. Serve hot or at room temperature.",114708
"Preheat oven to 450 degrees. Mix together mayonnaise, mustard and worcestershire sauce. Dip halibut in mixture then roll in parmesan cheese. Arrange on a lightly greased cookie sheet. Bake 15 minutes or until flaky. Serve immediately on a bed of rice or noodles.",224438
"Beat eggs and sugar. Add vanilla and milk. Add flour, salt, and baking powder. Beat well. Pour into greased pan. Bake at 350 for 25-30 minutes or until golden brown on top. Makes 9-10 small or 6-8 large servings.",58603
"Place clam juice, tomatoes, lime juice, hot pepper sauce, tomato paste, mussels, butter and cilantro in a 10 quart stock pot. Heat to boilingcover and steam for 2 minutes or until shells open. Serve with sour cream.",476923
"Boil water in a large saucepan with a little olive oil. Add a pinch of salt. When boiling add the couscous. Stir well with a fork and cover with a lid. Cook for 10 minutes until water has been absorbed by the couscous. Add garlic, spring onion, currants and coriander leaves. Stir well with a fork. Remove from heat. Serve in a large bowl garnished with slices of almonds.",21227
Mix all ingredients well in a bowl. Form into patties. Fry in a nonstick skillet. Turn once. Drain fat. Serve on whole grain buns with your favorite toppings. Serve with a side salad.,204451
"In a food processor or blender, process the fresh cranberries and sugar until smooth. Stir in the mini marshmallows. Pour into a greased 9x13 inch baking pan. Spread the crushed pineapple evenly on top. Freeze for a few hours. Serve cold. To make the garnish, use a spoon to scoop the mixture out of the pan and roll into balls. Place onto a greased cookie sheet. Freeze until firm and then coat with powdered sugar. Serve on top of the cold cranberry salad.",183769
"Heat oven to 350. Coat a 3 quart baking dish with butter. Cook the chicken in a large skillet until no longer pink in the center. Remove from pan and cool to room temp. Shred the chicken with your hands or 2 forks. In a large bowl combine the soups, sour cream, ritz crackers and butter. Stir in the shredded chicken and season with salt and pepper to taste. Spread evenly in the prepared dish. Bake uncovered for 1 hour or until golden brown and bubbly. Let stand 15 minutes before serving.",108651
Marinate chicken breasts in oil for 20 minutes. Preheat oven to 350 degrees F (175 degrees C). Slice onions and green bell peppers and combine with the marinated chicken breasts in a baking dish and bake for 20 minutes. Top with mozzarella cheese and bake for another 2 minutes or until cheese is melted and browned. Serve on hoagie rolls.,42577
"Place a piece of bread in a bowl. Break one egg over the piece of bread. Beat the egg with a fork so that the egg is covered in the milk. Make sure you have a medium heat on the stove. Once the stove is on medium heat, put the bread in the pan with the butter so that the bread cooks evenly and is not too oily. Cook until the egg is golden brown in color.",96815
